"University","Program","Course","Title","Credits","Bulletin"
"Virginia Commonwealth University","Computer Engineering","EGRE254","Digital Logic Design","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 101 and EGRE 245 or equivalents, both with a minimum grade of C. An introduction to digital logic design with an emphasis on practical design techniques and circuit implementations. Topics include number representation in digital computers, Boolean algebra, theory of logic functions, mapping techniques and function minimization, design of combinational, clocked sequential and interactive digital circuits such as comparators, counters, pattern detectors, adders and subtractors. An introduction on designing digital circuits using schematic capture, logic simulation and hardware description languages is included. Students will use the above basic skills in the laboratory to design and fabricate digital logic circuits using discrete logic and field programmable gate arrays."
"Virginia Commonwealth University","Computer Engineering","EGRE306","Introduction to Microelectronics","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 207 and MATH 301, both with a minimum grade of C. This course covers the analysis, modeling and design of electrical circuits which contain electronic devices. Students will learn to design analog circuits to specifications through laboratory problems, a design project and circuit simulation."
"Virginia Commonwealth University","Computer Engineering","EGRE335","Signals and Systems","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 206, EGRE 245 and MATH 301, all with a minimum grade of C. Presents the concept of linear continuous-time and discrete- time signals and systems, their classification, and analysis and design using mathematical models. Topics to be covered: linear systems and their classification, differential and difference equations, convolution, Fourier series, Fourier transforms, the Laplace and Z transforms and their application, continuous-time to discrete-time conversion."
"Virginia Commonwealth University","Computer Engineering","EGRE337","Statistical Information Processing","3","3 lecture hours. 3 credits. Prerequisite: EGRE 335 with a minimum grade of C. This class presents an introduction to probability, random variables, random processes and statistics with applications in electrical and computer engineering."
"Virginia Commonwealth University","Computer Engineering","EGRE347","Applied Embedded Programming","3","2 lecture and 2 laboratory hours. 3 credits. Prerequisite: EGRE 246 with a minimum grade of C. Programming languages and techniques for engineering applications in embedded systems. Topics include object-oriented programming techniques, program development and testing on embedded systems, and interfacing embedded computer systems to physical components and sensors. Several different programming languages, programming tools and the use of standard libraries for applications such as data processing and security will be explored."
"Virginia Commonwealth University","Computer Engineering","EGRE364","Microcomputer Systems","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 246 and 254, both with a minimum grade of C. Basic computer organization, microprocessor instruction sets and architectures, assembly language programming and the function of computer memory and I/O subsystems will be discussed. The laboratory is designed to reinforce the lectures by providing the opportunity to study the workings of a simple computer system in detail using simulation models and real hardware. Students will write and execute assembly language programs and make use of commercial design automation tools."
"Virginia Commonwealth University","Computer Engineering","EGRE365","Digital Systems","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 246 and 254, both with a minimum grade of C. Corequisite: EGRE 364. Focuses on the design of modern digital systems. Topics covered include: introduction to modeling, simulation, synthesis and FPGA design techniques using VHDL; microprocessor peripherals and interfacing; embedded system hardware and software design issues."
"Virginia Commonwealth University","Computer Engineering","EGRE426","Computer Organization and Design","3","2 lecture and 3 laboratory hours. 3 credits. Prerequisite: EGRE 364 or CMSC 311 with a minimum grade of C. This course presents the foundation for computer design at the register transfer level. Starting from an instruction set architecture, students will learn the process used to design a data path and control unit to implement that instruction set. In addition, the topics of computer components and structures, data paths and control unit organizations, I/O and memory systems, interrupt systems, pipelining, and multiprocessing will be discussed. In addition to reinforcing the lecture material, the laboratory exercises will teach students the art of modeling and designing computer system components using a hardware description language. 674 Undergraduate courses"
"Virginia Commonwealth University","Computer Engineering","EGRE428","Introduction to Integrated Systems Design","2","1 lecture and 3 laboratory hours. 2 credits. Prerequisites: EGRE 364 and EGRE 365, both with a minimum grade of C. This course provides an introduction to senior capstone design for computer engineers. Topics include hardware/software project design methodologies, integrated hardware and software design tools, life cycle costs analysis and requirements and specification analysis. Students are also introduced to concepts and design tools for FPGA and system-on-a- chip devices. Lectures are intended to support tasks required to execute a successful senior capstone experience. These tasks include, but are not limited to, project configuration management, customer interaction skills, requirements elicitation, simulation, procurement, design, testing and validation."
"Virginia Commonwealth University","Computer Engineering","EGRE429","Advanced Digital Systems Design","2","1 lecture and 3 laboratory hours. 2 credits. Prerequisite: EGRE 428 with a minimum grade of C. This course provides students with theoretical and practical foundations for advanced embedded systems design and cyber physical system applications. It extends the concepts introduced in EGRE 428. Special emphasis is placed on the design of advanced embedded computing platforms for cyber physical system applications. Topics covered include: introduction to cyber physical systems; cyber physical systems theory; FPGA and system-on-a-chip design environments; designing, developing and implementing cyber physical systems using FPGA and system-on-a-chip technology; real- time computing and operating systems; real-time sensor networks; engineering design standards; and verification and validation of complex designs. In the laboratory the students will use state-of-the-art system development tools to design, construct, test and verify a system-on- a-chip-based system to meet appropriate engineering standards and multiple realistic system constraints."
"Virginia Commonwealth University","Computer Engineering","ENGR395","Professional Development","1","1 lecture and 1 workshop hour. 1 credit. Enrollment is restricted to majors in the School of Engineering. Professional development course to help prepare students to find a job and succeed in a professional environment, and specifically to work as an intern or in a cooperative education position. Topics covered include career paths; job searches; resume and cover letter writing; preparing for the interview; personal assessment of interests, values and strengths; networking; professional and ethical behavior on the job; overview of legal issues related to hiring, such as nondisclosure agreements and noncompete clauses; overview of personal finance management at the first job; workplace safety; and expectations and requirements for internships and cooperative education positions. 676 Undergraduate courses"
"Virginia Commonwealth University","Computer Engineering","ENGR402","Senior Design Studio (Seminar)","1","Continuous courses; 1 lecture hour. 1-1 credit. Prerequisites: senior standing and participation in a senior design (capstone) project; completion of ENGR 402 to enroll in ENGR 403. This weekly seminar presents and discusses topics relevant to senior-level engineering students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing, project planning and management, scheduling resources and budgeting for technical projects, patents and intellectual property, quality systems (six sigma, ISO standards, statistical process control), entrepreneurship, creativity and innovation and professional registration."
